,TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
51,《半導體》先進製程領先 台積電強攻600元,2021-06-03 10:35:54,財經,台積電(2330)積極衝刺先進製程技術，3奈米將於2022年下半年量產，維持技術領先地位，今天開盤漲5元至600元，技術面持續強勢。台積電今年度線上技術論壇登場，揭示先進製程最新進展，其中，4奈米將提前於今年第3季試,"台積電(2330)積極衝刺先進製程技術，3奈米將於2022年下半年量產，維持技術領先地位，今天開盤漲5元至600元，技術面持續強勢。

台積電今年度線上技術論壇登場，揭示先進製程最新進展，其中，4奈米將提前於今年第3季試產，較原先規劃的時程提早約一季時間，3奈米將如期於2022年下半年量產。

台積公司持續發展先進製程並同步擴產，規劃於台南廠區建置4期廠房，生產3奈米，也將於新竹建新晶圓廠，做為未來2奈米生產基地，目前在土地取得階段。此外，台積電美國亞利桑那州5奈米廠開始興建，預計2024年開始量產。



台積電3奈米為最先進的邏輯技術，明年下半年率先全球量產，將可維持技術領先地位，晶圓代工龍頭地位穩固。台積電今天在市場買盤湧入下，早盤股價重登600元關卡，並帶領台股開高。

台積電積極擴充先進製程產能，預計2023年5奈米系列製程總產能將較2020年大幅成長超過4倍。

台積電舉行線上技術論壇，公司表示，包括16奈米、7奈米及5奈米的先進製程產能持續增加，估計2018年至2021年年複合成長率將超過30%。

台積公司位於台南的晶圓18廠第1、2、3、4期是5奈米生產基地，其中，第1、2、3期已經開始量產，4期正在興建中。晶圓18廠第5、6、7、8期將是未來3奈米生產基地。

在新竹廠區方面，研發中心為晶圓12廠第8期及第9期，其中，第8期興建中，預計今年會完成。台積電將在新竹興建新晶圓廠，作為2奈米生產基地，目前正在進行土地取得程序。

台積電美國亞利桑那州廠第1期正興建中，預計2024年量產。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210603001817-260410
52,《半導體》台積電、世界先進等各1員工確診 不影響營運,2021-05-24 08:53:18,財經,本土疫情擴大，台積電(2330)、世界(5347)等晶圓代工廠，以及南亞科(2408)、宇瞻(8271)等記憶體廠皆有1名員工染疫，但公司均強調不影響公司營運。台積電22日表示，1名員工染疫，目前已入院診治，經查曾近距離接觸者約,"本土疫情擴大，台積電(2330)、世界(5347)等晶圓代工廠，以及南亞科(2408)、宇瞻(8271)等記憶體廠皆有1名員工染疫，但公司均強調不影響公司營運。

台積電22日表示，1名員工染疫，目前已入院診治，經查曾近距離接觸者約10餘人，已進行為期14天居家隔離，此事件不影響公司營運。

台中市政府22日宣布，台積電有一名員工確診新冠。台積電表示，這名員工曾於上上週末與確診者接觸，上週日進入公司後即接獲通知接觸者確診，隨即離場並自主隔離，隔離期間採檢確認陽性。台積電於第一時間追溯確診員工公司內接觸史，確認曾近距離接觸者約10餘人，也於當日離場並進行為期14天居家隔離，目前皆無不適症狀。



台積電已針對確診員工工作場域及公共區域加強消毒。台積電強調，這事件不影響公司營運，公司也會持續積極配合政府防疫政策，強化防疫作為。

世界先進表示，日前快篩結果陽性的桃園三廠員工，20日接獲通知PCR核酸檢測結果為陽性，這名員工症狀輕微，正檢疫隔離中，公司生產及營運不受影響。

位於新北市泰山區的DRAM廠南亞科(2408)21日宣布1名員工確診，目前已隔離，公司啟動分組分流及居家辦公等營運模式因應，不影響整體營運。

南亞科表示，公司已匡列密切接觸的員工，採取必要的居家健康管理及相關防疫措施，防止可能的疫情擴散。

另外，位於新北市土城區的記憶體模組廠宇瞻(8271)，20日接獲通報有1名員工確診COVID-19，這名員工已接受醫療照護，另有少數員工配合自主健康管理及自主隔離，總部全面消毒。

對於員工確診，宇瞻總經理張家騉說，對整體營運影響輕微。在疫情爆發後，公司即嚴格要求員工落實每日健康狀態管理、實施限定工作範圍與人員分流，多數員工上周已啟動居家辦公。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210524001129-260410
53,《科技》應用材料新技術 促邏輯晶片微縮到3奈米以下,2021-06-17 12:51:19,財經,台積電(2330)供應鏈的美商應用材料宣布，在晶片布線的技術突破，促使邏輯晶片微縮到3奈米及更小尺寸。應用材料公司已開發出一種Endura Copper Barrier Seed IMS(銅阻障層晶種整合性材料解決方案)的全新材料工程解決,"台積電(2330)供應鏈的美商應用材料宣布，在晶片布線的技術突破，促使邏輯晶片微縮到3奈米及更小尺寸。

應用材料公司已開發出一種Endura Copper Barrier Seed IMS(銅阻障層晶種整合性材料解決方案)的全新材料工程解決方案。這是一項整合式材料解決方案，在真空環境中將七種製程技術整合到一個系統中，可將導線電阻減半，提升晶片效能和功耗表現，並能夠持續將邏輯晶片微縮到3奈米及更小尺寸。

應用材料公司表示，全球各大晶圓代工邏輯客戶現已使用Endura Copper Barrier Seed IMS系統。

台積電日前已宣布，3奈米製程研發進度順利，預計今年下半試產，明年下半年量產，屆時將是領先全球的製程技術。



應用材料推出一種嶄新的布線工程設計方法，能促使先進邏輯晶片微縮到3奈米節點及更小尺寸。公司資深副總裁暨半導體產品事業群總經理Prabu Raja表示，這項獨特的整合解決方案是專為協助客戶加快發展效能、功率和面積成本的技術藍圖。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210617002881-260410
54,《集中市場》電力大激活 外資終結4連賣,2021-06-10 15:24:34,財經,華爾街等待周四關鍵通膨數據、觀望聯準會消息，周三美股集體收黑。但在台積電回神，電子重拾大權，萬七吹響號角，台股周四開漲58.32點報17024.54點，大盤半小時傳產扯後腿，面板三雄、貨櫃三雄後繼無力，指數一度摔,"華爾街等待周四關鍵通膨數據、觀望聯準會消息，周三美股集體收黑。但在台積電回神，電子重拾大權，萬七吹響號角，台股周四開漲58.32點報17024.54點，大盤半小時傳產扯後腿，面板三雄、貨櫃三雄後繼無力，指數一度摔跤拉近平盤，電子、電機、汽車仍走勢穩當，台積電提高季配息氣宇軒昂，電子權值大軍接棒多頭地位，鋼鐵、金融也回穩，帶動指數上攻力道，收復17100點關卡、挺進5日、10日線，傳產尾盤跌幅收斂，指數收在當日最高，終場收漲1.14%或193點，報17159.22點，成交金額增至4098.42億元。今日外資(不含外資自營商)買超161.165億元，投信賣超18.7393億元，自營商買超17.0517億元，三大法人買超159.47億元。



晶電雙雄周三ADR，台積電漲1.04%、聯電跌1.18%，周四雙雙收紅強攻；台積電(2330)股利驚喜加碼激勵股價開高走高，收漲2.22%至599元，收復5日、10日及20日等短期均線，收在當日最高、再拚600元關卡；聯電(2303)收漲1.58%至51.5元。聯發科(2454)亦收漲3.21%至998元，盤中一度重返千金位；大立光(3008)則站穩3000元，收漲4.07%至3070元；鴻海(2317)、矽力-KY(6415)收漲0.91%、1.89%。其他權值股，中華電(2412)、富邦金(2881)、國泰金(2882)、南亞(1303)、台塑(1301)、台化(1326)、和泰車(2207)、聯詠(3034)、台泥(1101)、中租-KY(5871)等表現可圈可點。

電子重回主流，電子股占大盤成交比例超過五成，半導體、電子收漲2.19%、1.65%，登上市漲幅冠季軍，IC設計、記憶體、MOSFET、MCU揮舞大旗，盛群(6202)、達能(3686)雙雙漲停，盛群登百元，松翰(5471)觸及百元，新唐(4919)、旺宏(2337)、瑞昱(2379)、京鼎(3413)、創意(3443)、威鋒電子(6756)、富鼎(8261)等強漲逾3-6%。電機類指收漲1.85%，奪漲幅第二，1.85%，亞力(1514)、日馳(1526)、亞德客-KY(1590)、高力(8996)等漲勢凌厲。塑膠、汽車、其它電子、生醫均漲幅1%以上。鋼鐵族群則在尾盤稍見拉升，中鋼(2002)股價午後翻紅，帶動新光鋼(2031)、燁輝(2023)等股價同步止跌上揚，鋼鐵類指收漲0.33%。電子零件、金融漲0.92%、0.42%；先前漲幅耀眼的傳產航運、造紙、玻璃、紡織皆跌幅居前，航運跌1.06%最劇，BDI指數反彈2.5%，類股中僅裕民(2606)、慧洋-KY(2637)等守住紅盤，貨櫃三雄長榮(2603)、陽明(2609)、萬海(2615)都漏油停歇。

高端疫苗(6547)周四停牌靜待下午解盲結果，但看好結果而率先表態，高端股東基亞(3176)、云辰(2390)、台康生技(6589)雙雙衝上漲停，合一(4743)也收在漲停，生展(8279)觸漲停，中天(4128)、國光生(4142)、台耀(4746)、寶齡富錦(1760)、亞諾法(4133)亦威風，生醫多頭士氣如虹。面板報價將反轉，花旗環球降評友達(2409)，面板三雄友達、群創(3481)、彩晶(6116)均灰臉重傷，股價開高走低。而5月營收公布最後一天，板卡族群5月營收表現靚，麗臺(2465)股價再創波段新高，撼訊(6150)、微星(2377)、技嘉(2376)皆上漲有戲。PA族群，穩懋(3105)觸及漲停，領族群之宏捷科(8086)、全新(2455)等股價紅了。

5月營收成績單左右股價，雍智科技(6683)、台光電(2383)、力旺(3529)、泰谷(3339) 放量高鎖漲停，台玻(1802)無感翻黑，和大(1536)上攻觸及百元，東森(2614)觸及漲停登前高，亞德客-KY(1590)跳上千元，怡華(1456)、笙泉(3122)、生展(8279)亦摸及漲停板。力旺再登天價，亞德客-KY等千金表現不俗，台股盤中再現十千金榮景。

5日RSI為64.92，10日RSI為60.99。9日K值為69.65，9日D值為76.43。20日乖離率為3.08。外資終結連4日賣超，6月以來仍賣超286.27億元，今年來賣超3743.09億元。分析師王兆立表示，端午節假期即將來臨，此外，市場關注美國聯邦公開市場委員會(FOMC)會議結果，預期台股短期可能區間震盪整理。

其他分析師則提到，原本要拉回整理的大盤因台積電的神助，又站回萬七點之上，並吸引資金轉進電子股，雖然傳產股出現量縮且價回現象，但傳產股的基本面紮實，等籌碼沈澱後，還是有機會再度竄起，短線因國內新冠肺炎疫情未見緩和，投資人也不敢持續偏多操作電子股，可能會形成類股輪動，在高檔以盤代跌的局面。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210610004168-260410
55,《集中市場》外資再買超百億元 萬七有底氣,2021-06-11 15:24:32,財經,台股充飽電昨日回到萬七之上，周五開盤台積電(2330)挾股利與營收雙題材攻回600元；半導體微影技術領導廠ASML(艾司摩爾)股價表現強勁，帶動家登(3680)、帆宣(6196)齊揚。航運股仍是人氣交投王，成交比重逾三成，造紙,"台股充飽電昨日回到萬七之上，周五開盤台積電(2330)挾股利與營收雙題材攻回600元；半導體微影技術領導廠ASML(艾司摩爾)股價表現強勁，帶動家登(3680)、帆宣(6196)齊揚。航運股仍是人氣交投王，成交比重逾三成，造紙股上攻一度為僅次於航運股的強勢類股，永豐餘(1907)逼近50元，華紙(1905)差點漲停，正隆(1904)、榮成(1909)齊揚，惟漲勢未能維持住，最終收斂在平盤附近。高端疫苗(6547)新冠疫苗二期臨床試驗解盲成功，大股東基亞(3176)一起跳空強鎖漲停板。最終台股上漲54.3點，為17213.52點。今日外資(不含外資自營商)買超106.6306億元，投信賣超1.8108億元，自營商賣超5.8176億元，三大法人買超99.00億元。



台股高檔震盪，在電子股回溫以及航運股領漲的帶動下，大盤指數越過17200點，穩健盤堅。航運股一枝獨秀，類股漲幅高達6%，成交比重逾30%，萬海(2615)率先漲停，再以174.5元創下史上新高，長榮(2603)收最高點124元，陽明(2609)最高來到119元，漲幅7%。惟航運獨強未能引發共鳴，端午節前且指數來到萬七關上，市場看多做少，多數類股表現平淡。業績題材股較有發揮空間，銅箔基板廠的台光電(2383)及騰輝-KY(6672)5月合併營收同步創下單月歷史新高，盤中股價聯袂創下掛牌新高。台積電等半導體大廠忙擴產，加上ASML股價創新高，帶動台灣協力廠家登(3680)、帆宣(6196)同步走高。高端疫苗(6547)新冠疫苗二期臨床試驗解盲成功，今日和大股東基亞(3176)一起跳空強鎖漲停板，家族成員云辰(2390)也鎖漲停。

台股結束回檔修正，搭配外資10日終止連四日賣超，轉買161.17億元，今日挺上17200點，收復5日、10日均線以及萬七整數關卡後繼續上行。周五指數收漲54.3點，為17213.52點，台股周線4連紅、本周收漲66點。5日RSI為68.68，10日RSI為62.60，9日K值為73.68，9日D值為75.51，20日乖離率為2.98。外資今日再買超台股106億元，為多方注入強心針，目前16750點以下有月季線、5月25日多方缺口層層支撐，又有投信作帳，短線經整理後可望再走強。

台股重回萬七之上，不過台灣疫情未解套，需持續觀察國內科技廠員工染疫進展，以及端午長假過後美國聯準會利率會議與台指期結算。富邦投顧董事長蕭乾祥認為，本土疫情衝擊未解、技術指標於高檔區過熱修正壓力漸次轉重，且6～8月為指數除息減損點數高峰期，端午節後續攻機率有限。群益投顧研究部副總裁曾炎裕表示，短線補漲科技股多是大型權值股，對萬七支撐有幫助，但要突破前高17,709點較困難。季底作帳，利基型IC設計股為首選，不過當沖操作盛行，季底作帳似乎也只是短線題材。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210611004421-260410
56,《半導體》聯詠Q2拚輕鬆達陣財測 TDDI下季喊漲機會大,2021-06-24 12:52:03,財經,聯詠(3034)第二季營運在各產品線穩定成長下，表現可望符合財報預期，展望第三季，目前因應晶圓成本喊漲，市場已經傳出，聯詠有可能再度調漲產品價格以反映成本，第四季目前則預估持平，但長線來看，2022年驅動IC供貨,"聯詠(3034)第二季營運在各產品線穩定成長下，表現可望符合財報預期，展望第三季，目前因應晶圓成本喊漲，市場已經傳出，聯詠有可能再度調漲產品價格以反映成本，第四季目前則預估持平，但長線來看，2022年驅動IC供貨吃緊仍難紓解，晶圓代工價格維持將有助於TDDI及LDDI價格持平目前水準。

聯詠第二季受惠各個產品線穩定成長，營運表現可望符合財測預期，以新台幣兌美元28比1計算，聯詠預估第2季營收將落在330~340億元之間，季增25.2%~28.9%；毛利率為45%~48%，營業利益率介於29.5%~32.5%之間。



聯詠第二季預計整體出貨量相較第一季略增，其中TDDI出貨量持平、AMOLED驅動IC出貨量略增，但為反映成本，故產品售價有持續調整，因此，聯詠看好第二季LDDIC、SMDDI、SOC(系統單晶片)營收季增均有機會達20%。

展望第三季 ，雖然近期大陸智慧型手機市場傳出需求雜音，終端需求出現下修潮，但目前看到上游對於TDDI晶片拉貨仍未鬆手，且下半年下游廠商已開始為2022年預做準備先行備貨，顯示訂單需求依舊存在。

在售價方面，第三季目前已經確定8吋、12吋晶圓代工成本持續上揚，加上到明年供需狀況都難以平衡，故第三季TDDI及LDDI都已經傳出擬再調漲，幅度落在5~10%，至於第四季，由於為傳統庫存調整時節，故市場對於報價目前持平看待。

就長線來看，晶圓產能吃緊狀況恐延續，雖合肥晶合將擴充90奈米製程產能，不過其策略將分散客戶群，以增加CMOS Sensor及Power IC代工為主，驅動IC產能增幅有限，而聯電(2303)將減少80奈米產能轉向40奈米製程，台積電(2330)及力積電也不會增加驅動IC代工產能，預期驅動IC整體晶圓代工產能相較今年僅會小幅增加，法人也預估，目前2022年需求端仍維持穩健成長的情況下，2022年驅動IC供貨吃緊仍難紓解，晶圓代工價格維持將有助於TDDI及LDDI價格持平目前水準，聯詠營運依舊不淡。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210624002742-260410
57,台股今收月線 拚站穩萬七,2021-05-31 12:47:28,財經,"受本土疫情急速爆發衝擊，台股5月驚滔駭浪，最低觸及15,159點，惟隨著疫情利空鈍化，自17日後進入反彈軌道。今（31）日為5月最後一個交易日，加權指數一度大漲逾200點，重返萬七大關，目前暫報17,028點，盤面由鋼鐵","受本土疫情急速爆發衝擊，台股5月驚滔駭浪，最低觸及15,159點，惟隨著疫情利空鈍化，自17日後進入反彈軌道。今（31）日為5月最後一個交易日，加權指數一度大漲逾200點，重返萬七大關，目前暫報17,028點，盤面由鋼鐵人、航海王領航，貨櫃三雄之一的長榮（2603）一度大漲逾6％、衝破百元大關，鋼鐵則再現多檔漲停榮景，包括中鴻（2014）、海光（2038）等。

然值得一提的是，貨櫃三雄中股價領先的萬海（2615）在觸及161元歷史高點後出現回檔跡象，目前下跌8％，暫報142元。值此之際，電子權值龍頭台積電（2330）則站回季線，目前上漲0.85％，股價暫報595元，挑戰重返600元大關。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210531001765-260410
58,航運、橡膠領漲 指數在平盤附近震盪,2021-06-09 09:21:31,財經,"台股加權指數9日開在17,082.52點，呈現小漲，航運指標股長榮（2603）、陽明（2609）續領漲大盤，生技指標股高端疫苗（6547）亦跳空漲停，買單4,752張高掛，橡膠股泰豐（2102）早盤大漲逾6％，惟電子權值股如台積電（","台股加權指數9日開在17,082.52點，呈現小漲，航運指標股長榮（2603）、陽明（2609）續領漲大盤，生技指標股高端疫苗（6547）亦跳空漲停，買單4,752張高掛，橡膠股泰豐（2102）早盤大漲逾6％，惟電子權值股如台積電（2330）、聯電（2303）表現相對壓抑，早盤指數在平盤附近震盪。

受到投資人靜待消費者物價指數報告出爐、股市估值已然偏高影響，標準普爾500指數、那斯達克指數略微收高，道瓊工業平均指數則小幅收低。

道瓊工業平均指數6月8日終場下跌0.09％（30.42點）、收34,599.82點。那斯達克指數上漲0.31％（43.19點）、收13,924.91點，創4月30日以來收盤新高。費城半導體指數下跌0.64％（20.44點）、收3,171.22點。

台新投顧指出，國內疫情再升溫，多家科技廠均發現有確診者，甚至導致公司停工消毒，影響產業鏈的正常運作，使得市場再度小心觀望疫情發展，另一方面，加權指數也已來到高位，接近歷史高點17,709點，也使資金追價卻步，指數由盤堅轉為震盪整理。

台新投顧指出，近日傳產股仍是主流，但部分傳統產業股已顯露疲態，近期操作慎選個股，可先留意預期第二季業績佳者、歐美解封受惠股。

",,中時新聞網,https://www.chinatimes.com/realtimenews/20210609001284-260410
59,《熱門族群》外資點將半導體 台積電、聯發科、信驊入列,2021-05-27 10:01:10,財經,亞系外資針對半導體產業出具最新看法，認為隨著美國等解封在即，液晶電視、筆記本電腦下半年需求也有減緩的聲音，但資料中心重啟建設，伺服器需求上升，且目前IC設計廠庫存仍低，點名首選個股台積電(2330)、聯發科(2,"亞系外資針對半導體產業出具最新看法，認為隨著美國等解封在即，液晶電視、筆記本電腦下半年需求也有減緩的聲音，但資料中心重啟建設，伺服器需求上升，且目前IC設計廠庫存仍低，點名首選個股台積電(2330)、聯發科(2454)、信驊(5274)。

亞系外資認為，第二季智慧手機終端需求前景弱於預期，加上液晶面板平均售價的上漲最終恐衝擊零售液晶電視的售價，導致出現液晶電視、筆記本電腦下半年需求也有減緩的聲音，另外，因為美國疫苗注射進度順暢，預計市場將重啟，也恐影響到美國總體液晶電視需求，但去年因為疫情，導致伺服器市場基數較低，隨著解封後數據中心重啟建設，預計2021年伺服器市場將成長30~50%。



亞系外資認為，儘管終端需求不確定性增加，但預計IC設計公司不太可能針對晶圓廠削減代工訂單，主要是考慮到現階段庫存水平仍然非常低，根據數據顯示，IC設計廠第一季總庫存天數約75天，儘管相較去年第四季增長，但仍低於2020年第二季的峰值86天，這意味著第三季庫存仍有繼續增長的空間，然而，晶圓代工廠仍有調升平均價格的空間，但若IC設計公司面臨晶圓平均售價大幅上漲的情況，則不排除會開始削減訂單，8吋晶圓第四季潛在訂單放緩的風險，主要是採用大尺寸驅動器IC的液晶電視、筆記型電腦需求減弱，晶圓訂單放緩或潛在削減的風險越來越大。

亞系外資針對半導體個股，首選台積電、聯發科、信驊，台積電繼續享有先進製程的優勢，聯發科有5G的快速成長，信驊則享有數據中心的重啟建設。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210527001514-260410
60,疫情高漲 台股早盤開低 下跌近百點,2021-05-24 09:29:59,財經,"疫情高漲，台股加權指數24日開在16,246.52點，呈現下跌，權王台積電（2330）開低在570元，大型權值電子股股價疲弱，壓抑大盤走勢，盤面上以航運股陽明（2609）、長榮（2603）表現較強，紡織股亦墊高，指數下跌近百點","疫情高漲，台股加權指數24日開在16,246.52點，呈現下跌，權王台積電（2330）開低在570元，大型權值電子股股價疲弱，壓抑大盤走勢，盤面上以航運股陽明（2609）、長榮（2603）表現較強，紡織股亦墊高，指數下跌近百點。

比特幣再次走低、壓抑科技類股走軟，令標準普爾500指數回吐漲幅，5月21日小幅走低，但道瓊工業平均指數受到波音帶動逆勢走揚。

道瓊工業平均指數5月21日終場上漲0.36％（123.69點）、收34,207.84點；周K線下跌0.51％。

那斯達克指數下跌0.48％（64.75點）、收13,470.99點；周K線上漲0.31％。

費城半導體指數下跌0.46％（14.01點）、收3,052.10點；周K線上漲2.37％。

統一投顧指出，上周台股反彈上漲474點守穩萬六關卡，且日均量維持在4,500億之下，加上融資餘額已大幅降低，籌碼逐漸沉澱穩定。考量目前台股本益比已降至15倍歷史中下緣，因此若疫情逐漸受控，長期股價走勢將回歸基本面，反彈行情可期。

不過，短期上檔套牢賣壓沉重，且上周末校正回歸人數大增，疫情不確性持續帶來短線衝擊，建議不追高，採取逢低布局策略。選股以高殖利率及低本益比個股為主。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210524001293-260410
61,《半導體》台積電Q1股利提高至2.75元,2021-06-10 08:02:44,財經,台積電(2330)公布季度股利，9日董事會核准配發2021年第1季每股現金股利2.75元，高於近七季的2.5元。2021年度全年的現金股利也可望提升至11元。台積公司9日召開董事會，核准配發2021年第1季每股現金股利2.75元，除息,"台積電(2330)公布季度股利，9日董事會核准配發2021年第1季每股現金股利2.75元，高於近七季的2.5元。2021年度全年的現金股利也可望提升至11元。

台積公司9日召開董事會，核准配發2021年第1季每股現金股利2.75元，除息交易日為9月16日，基準日為9月22日，並於10月14日發放。

台積電率先採季度配息，自2019年第2季起，每季每股配發2.5元現金股利，至今已連續7季現金股利維持在每股2.5元。隨著營運持續成長，台積電董事會9日決議將2021年第1季每股現金股利提高至2.75元。依據台積電承諾，股利調高後，將不再調降，推估台積電今年整年至少可望配發11元現金股利。



台積電持續發展先進製程以及擴產，決定擴大投資，今年資本支出達300億美元，創史上新高紀錄，市場先前因而預期，台積電股利政策可能維持每股2.5元，台積電9日董事會決議將股利調高至每股2.75元，超乎市場預期。

台積電董事會也核准資本預算約92億9,071萬美元（約新台幣2,555億7,210萬元），內容包括：1.建置及升級先進製程產能；2.建置特殊製程產能；3.廠房興建、廠務設施工程及資本化租賃資產；4.2021年第三季研發資本預算與經常性資本預算。

另外，為因應新型冠狀病毒肺炎（COVID-19）疫情及主管機關之公告規定，將2021年股東常會日期由原訂6月8日變更為7月26日。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210610000881-260410
62,《金融股》元大台股領航N 不執行提前贖回停利機制,2021-06-08 08:02:41,財經,"台股5月大幅波動，一度下跌2,550點，但6月初又重新站回17,300點之上。這波驚驚漲行情，上市半年的元大台股領航N(020020)緊跟台股表現，從發行價5元，快速漲到7.36元，又跌至6元後，再漲回7.22元，第二次逼近當初設定","台股5月大幅波動，一度下跌2,550點，但6月初又重新站回17,300點之上。這波驚驚漲行情，上市半年的元大台股領航N(020020)緊跟台股表現，從發行價5元，快速漲到7.36元，又跌至6元後，再漲回7.22元，第二次逼近當初設定得提前贖回停利點7.5元。投資人擔心發行券商會執行停利機制不能繼續持有，元大金(2885)旗下元大證券表示，元大台股領航N上市以來受到投資人熱烈支持，成長快速流通狀況極佳，為服務投資人可以長期投資台股，將不會執行提前贖回的停利機制。



元大台股領航N於去年11月掛牌，目前只要新台幣7000多元，就能一次投資聯發科(2454)、台積電(2330)、台達電(2308)、國泰金(2882)、鴻海(2317)、廣達(2382)、富邦金(2881)、長榮(2603)、中華電(2412)、台塑化(6505)、台塑(1301)、南亞(1303)、大立光(3008)、華碩(2357)、台灣大(3045)等15檔龍頭股，享有和成分股指數相同的投資報酬率。

元大台股領航N之指標價值完全連結「特選台股領航報酬指數」表現。指數從台股核心產業中，選取各產業市值中最大的1到2支股票為成分股。2021年4月份成分股重新定審，新增華碩、長榮，刪除統一(1216)、中租-KY(5871)。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210608000933-260410
63,貨櫃三雄強勢＋晶圓雙雄穩步攀升 台股漲百點,2021-06-15 13:19:35,財經,"美股科技股本周開局強勁，那指上漲百點、收盤創新高，而台積電ADR漲逾2％，台股受激勵，在端午連假後首日以17,279點開高，目前大漲144點、暫報17,357點，指標股台積電（2330）目前上漲1％，股價暫報608元，聯電（230","美股科技股本周開局強勁，那指上漲百點、收盤創新高，而台積電ADR漲逾2％，台股受激勵，在端午連假後首日以17,279點開高，目前大漲144點、暫報17,357點，指標股台積電（2330）目前上漲1％，股價暫報608元，聯電（2303）則上漲3.47％，貨櫃三雄依舊吸引資金湧進，全面漲停。

資深分析師許博傑指出，美科技股短線來到壓力區，未來轉折攸關電子股走勢。目前大盤遇到17,300點之上壓力區，短線震盪後多空會攤牌；上周五（11日）貨櫃航運股長榮、萬海創高，資金仍在航運不散，傳產將維持航運、鋼鐵、紡纖、造紙輪動態勢。電子成交比重連6日超過40％，短線手機、CCL（銅箔基板）為主流。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210615003477-260410
64,《半導體》5月10日以來…台積電再見600元,2021-06-02 10:19:06,財經,台積電ADR漲0.98%，台積電(2330)開高2元達600元，為5月10日以來首度再見到600元價位。台積電本周以來股價持續推升，外資連續三天共買超台積電股票24597張。台積電(2330)公布先進技術進展，台積電4奈米製程技術開發進,"台積電ADR漲0.98%，台積電(2330)開高2元達600元，為5月10日以來首度再見到600元價位。台積電本周以來股價持續推升，外資連續三天共買超台積電股票24597張。

台積電(2330)公布先進技術進展，台積電4奈米製程技術開發進度順利，預計2021年第3季開始試產，較先前規劃提早一季時間，至於3奈米製程則將依計畫於2022年下半年量產，將成為全球最先進的邏輯技術。



台積公司舉辦2021年技術論壇，會中揭示先進邏輯技術、特殊技術、以及3DFabric先進封裝與晶片堆疊技術之最新創新成果。台積公司總裁魏哲家博士表示：「數位化以前所未有的速度改變社會，人們利用科技克服全球疫情帶來的隔閡，彼此進行連繫與合作，並且解決問題。數位轉型為半導體產業開啟了充滿機會的嶄新格局，而台積公司全球技術論壇彰顯了許多我們加強與擴充技術組合的方法，協助客戶釋放創新。」

台積電3奈米技術於2022年下半年開始量產時將成為全球最先進的邏輯技術，持續站穩先進技術的領導地位。

台積電先前表示，5奈米製程今年將貢獻20%營收，4奈米製程預計2021年下半年試產，3奈米製程將於2021年試產，預計在2022年下半年量產。

台積電股價於5月12日見到本波低點518元，隨後股價震盪走升；隨著外資轉為買超，上周五股價領先台股回補5月11日的大跳空缺口。今早雖開高後壓回，盤中股價轉跌3元至595元，仍站穩短期均線以及季線592.5元。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210602001787-260410
